index,tweet,tweettype
41105,"I'm not. If it looks like a legitimate profile, I'll counter-follow.  @leighgrace Are you picky about who you follow back? Why or why not?",neutral
41106,@chantelleaustin  Good one,love
41107,@yiannis_k good question  could they?,sadness
41108,@TheRealYungBerg FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,sadness
41109,@taufiqz LOL. You know me. I aim to please.,surprise
41110,"A girl in my big hair rock today, black velvet baby  ? http://blip.fm/~5z50g",surprise
41111,@InvisibleOrchid Thank you  I'd share my sundae with you but it's really late and @dr_crane says we shouldn't tell people where we are,neutral
41112,@joshtastic1 thanks for trying,neutral
41113,@teachereeya and to you too!!!!,neutral
41114,@deena_p aww thanks,love
41115,@MrCav lol.. ass monkey,enthusiasm
41116,"@Tyrese4ReaL thanks, I deserve it.",love
41117,Fog horn of DOOM! A great way to start the morning... living next to the harbour is really great,neutral
41118,"such lovely weather, i wanna go out!",love
41119,Happy Mother's Day!,neutral
41120,@mschiefmaker Thanks madam.. you're lucky coz you had a wonderful dog.. and sooo cute...,surprise
41121,@mrsrance congrats ya r,neutral
41122,"I'm bored, extremely bored. in the car. waiting for my dad. and dinner. chinese. yummm.",enthusiasm
41123,@Touch_Reviews THANKS!,relief
41124,@dekrazee1 You are doing the right thing though.  A fridge is where vegetables go to die,enthusiasm
41125,Hasta maï¿½ana twitters,neutral
41126,just got back from seeing Star Strek,surprise
41127,@_supernatural_ http://twitpic.com/4u0r9 - if you need help for a shower... I'm here for u,neutral
41128,@hilaryjp  I have sun here,joy
41129,@markparton just going through some of his tracks in iTunes and buying his awesome tracks I don't have. Loving it,love
41130,G'morning Twitter World   A relaxing family Sunday methinks,neutral
41131,"@robbymacbeath safari 4 always works fine here, had no problems at all.. You need to love it Robby",neutral
41132,@DaLzz Nice glasses. Looks good,love
41133,"@iamTAYON I would if I was drivin :\ hahaha. but get me a Carol C. Special, yeah?",enthusiasm
41134,@nevrothwen thank you! It's sunny outside so that's a good start,love
41135,Happy Birthday to @AndrewGirdwood !,joy
41136,soon going to germany.. just one hour left,neutral
41137,just got in. I have the best friends,love
41138,I read &quot;The Picture of Dorian Gray&quot; by Oscar Wilde (on english). It's not easy for me but I try to make out,neutral
41139,@_TWEE haha thanks to you that's my new word for the week! MOFO,neutral
41140,@RealBillBailey Cool show last night had me in fits,joy
41141,Good night you twitter people,neutral
41142,@scriptgirl Check this video out -- ScriptGirl Report 05.08.09 http://bit.ly/hclXP ... I can officially now survive the weekend,neutral
41143,@HeatherAnnP Yayyy,surprise
41144,at @JonasBrothers   Happy mother's dayyy Deniseee &lt;3,love
41145,?????????????????????YAY it works hah,joy
41146,"@hopeluvfaith aww lovely! Hope you had a great mother's day, our little mother hen  did you get in contact with sharn?",joy
41147,"Hitting the sack now, fellow Twitterheads...so, where are you treating your Mom today?",sadness
41148,@Tayler_Nicole wow you are lucky  happy birthday!,joy
41149,"@RAVERJONO good, good.  what could it be then? :o",joy
41150,@ElvenstarArt Great !!! Your book looks fantastic ? I want it,joy
41151,@ohshititsdre awww! i didnt see this till now and edwin just left! i knew you wanted some! forsure tomorrow i'll make u a new batch!,joy
41152,Is eating poutine and listening to mitch hedburg,neutral
41153,Happy Mommy's Dad Mommy  watching the football  Yay The Eagles Are WINNINGGGGG  they better keep it up *sigh!,love
41154,Happy Mothers day  &lt;3,love
41155,Happy Mothers Day Everybody!!!!!!,love
41156,Outz wif the BIG BIG BIG HAPPY FAMILY for mommy's day meal. And Happy Mommy Day to all Mommys out there!,joy
41157,@twebbstack haha &amp; you can tell your kids how I was the one who hooked youz up  lmao,sadness
41158,@natsnapper haha. Booked my lie in last night. Just woke up. Must have needed it!!,joy
41159,The ship has landed.,neutral
41160,@MarkBorkowski greetings- jump in pool- water is warm. But you might want to avoid shallow yellow end where @MisterNoodle and I play,neutral
41161,"@mogz Yes, I downloaded it from the website and since I'm tweeting from it now, it must work",joy
41162,happy mother's daaaaaaaaay,love
41163,"church bellss are ringin  got to go. adieu,(god bless in german)",sadness
41164,"WOOT! favourtie, well second favourite episode just came on TOW ross and rachel ... you know",surprise
41165,@mareenshere How it was slept?,relief
41166,@DatGuyScott better check YouTube,neutral
41167,@AubreyODay it's a she and she's way too stubborn right now. thanks for caring though,neutral
41168,"Happy Mothers' Day to my mom, your mom, his mom and her mom! Woot woot.. moms rule!",joy
41169,@AubreyODay happy mommas day . ging is so lucky to have a momma like u  enjoy ur nite! luv y,sadness
41170,oh yeah the grill is out...its bbq tonight at the house,joy
41171,"BBQ with Andrew, his sisters, and Jeff.  So much fun!",joy
41172,@YoGottiKOM when u gonna come show minnesota some love though hun?!,relief
41173,"happy mother's day, mom  I hope the breakfast was nice.  I love u ?",love
41174,@JazZyLov3 loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone,anger
41175,10 Cutest Cat moments video - http://shrt.st/4ce - enjoy,joy
41176,Alright... i need to get sleep so i can ACTUALLY be awake for my mothers' day! ;) Nighty Nightzzz Or good morning my twitter friends!!!,joy
41177,@debraoakland  Only telling the truth Dibster,sadness
41178,No credit left on my mobile sorry Brit! *pounces back* Thanksss Tania for the EPIC photoshoot,relief
41179,@Jacket_Slut I'm leaving at half 10  but I have to get ready and things,neutral
41180,Ok NOW I can hit the hay. Thank you,neutral
41181,"@Bleau thanks for the retweet, man  having a quiet Sunday morning... how's yours?",love
41182,Whooops... wrong smiley... it's supposed to be  LOL,neutral
41183,"got THE best mothers day present from Tys. It made me cry uncontrollably, and it wasn't a present",love
41184,@sarahmarina mmm hmmm and big big bro too! I have a crush on David Knight.,surprise
41185,... We are playing an acoustic set @ Styles Bar today @ 3!!! Hope to see you there  ...,joy
41186,"Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms",love
41187,"@jessca86 on iPhone? Soon they're adding auto-fill on logins, so you won't have to type it all out everytime.",neutral
41188,Just been asked to sing yet again....aha. coffee mornin this time. psychology past questions&amp;revision suck!,sadness
41189,going out for the good ol' 'soak' tonight for a mothers day feed.       in love more then ever,love
41190,some of my new followers are pretty cool peeps; check 'em out.,surprise
41191,Obama is the ish!!!!  he is funny!,enthusiasm
41192,@GiancarloN Good morning,neutral
41193,Happy mothers day!,joy
41194,"@drkchna Lunch, yes. A date, nope.",relief
41195,@Katebelletje can I have one too?,neutral
41196,Is going to sleep. Good night everyone!!,neutral
41197,Living my life,joy
41198,"Photo: thelovelybones: I SPY JONAS BROTHERS AND DEMI LOVATO OMG D: Ahhh yea, 3d movie premire  http://tumblr.com/xbb1qyx0e",joy
41199,@sageeb you say the nicest things.,joy
41200,"@adamjackson With McDonald's promoting the McCafe (similar to Starbucks), we may soon see McSmoothies (like Jamba Juice) next",joy
41201,"@StampfliTurci  yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday",relief
41202,"ok, i'm actually going to sleep now =] i've been on here only an hour...i tweet far too much already",neutral
41203,@timdifford ohhh beautiful place. You on hols? Go steady on the mead!,joy
41204,and we're i,sadness
41205,"@PerezHilton Guapisimo, chico you and Ms. Lady Gaga looked amazing as usual",love
41206,@anamoorz yeh i do like playing sk8 but i dont own it . i dont even own xbox 360 lol. i skate down at the skateprk tho,enthusiasm
41207,@dinuks switch to something else the,neutral
41208,can't believe the weekend is over already!  Where does the time go?  Had a nice day with the fam. today.  Mum had a good day too.,sadness
41209,Forget it. Callin it a night! It's MOMMY'S DAY!,enthusiasm
41210,@timmcclintock gasp!!! I love it!!! Thank you so much for sharing Tim!!,love
41211,Watching wizard of waverly place,neutral
41212,Match of Handball this a the afternoo,neutral
41213,some of my new followers are pretty cool tweeps; check 'em out.,joy
41214,@Gardenwiseguy This is truly enlightening for me,sadness
41215,@catsinthetree Listened to Eyes on Fire and enjoyed it.  Thanks,joy
41216,I love @therealsavannah! Thank you SO much for saying &quot;hi to Jenn &amp; Laura&quot; yesterday in Arcadia! My friend Shannon surprised me w/the vid,surprise
41217,Mariachi'nin yeni kampanyasi ve beraber gelistirdigimiz Facebook Uygulamasi (Shut The House) Hurriyet'e haber olmus: http://tr.im/msthhh,sadness
41218,Is time for a little carbs and big cup of water. And sleep next to my 5 year old son. Goodnite all,neutral
41219,is working it out allll day long.,sadness
41220,"Thumbs up to Wolverine, Taco Bell Cheese Roll-ups, and mothers... you're all the best",love
41221,Just finished filming for the day  another fun day on the set! Hahaha!,joy
41222,@MichaelMCrowley i saw wolverine too!,neutral
41223,"Happy Mother's Day, amma!  I made u cake, remember? U loved it!",love
41224,Happy moms day,joy
41225,1:40 am...seriously can't sleep. I heard the last thing you should do is be on the computer when you can't sleep. hmmm. what do they know,sadness
41226,All ready for work... except my arm,sadness
41227,those secondary school cooking lessons came to good use today. I made shepherd's pie for my mama.,joy
41228,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!",neutral
41229,"@ALOliver lol liking your style Alice tell him you've got standards to maintain lol, it's national Cork girls go wild in london week",enthusiasm
41230,@tracysummers04 Im pleased hu,joy
41231,@Do38 home? where the heck are you? Ima be home so soon! iA!,sadness
41232,"@Jenehhh Feeling inspired this evening, huh?",enthusiasm
41233,"@Sion71 Indeed plenty of jokes to be had  Lying on bed hoping it's going to free up, I'm on Jury service tomorrow...",sadness
41234,@pranaydewan thanku  cooking is simple but the law is- u hve to have fun while u make it,enthusiasm
41235,"I'm seeing quite a few proto-furries here, now that I think of it.  #ace",joy
41236,@chearn73 thank you  make sure u read the groups description to better understand this project,joy
41237,nite nite twitts i wish u all a happy sunday i already have my major gift my my 2kids-my bro-n @_agressiva23 n 1 other gift on d way  tyg,sadness
41238,@devyra  do you know if anyone from the believers never die tour is going on warped? i know  i can't wait hah,joy
41239,@KhairulHulk @SyamMasri supporting superfly all the way,joy
41240,@stephyanime Yeah,neutral
41241,"@rkuang i know, right? i'm super-excited - i told y'all this is the busiest time of year for me",joy
41242,Hey! Let's Follow each other! Wouldn't that just be awesome!?,joy
41243,is having a quiet mothers day evening... happy mothers day to all the yummy mummies,neutral
41244,At Home,neutral
41245,@nicnicole nah i followed them first then they followed me. i think 12-306 overnight is pretty good,surprise
41246,@cromnac slice you up a treat?,neutral
41247,happy mother's dayy!!! to me andd the rest of the fabulous mommy's out there,joy
41248,@psstHOY of course.  jdoramas are the best.,enthusiasm
41249,brendon thinks i'm lame..but i'm just drunk!,joy
41250,I think that's our first proper contact with each other. It was amazing and brought a few tears to my eyes,relief
41251,Deathstar destroys Starship Enterprice http://bit.ly/2agcTh Can't get enough of this video  #starwars #startrek,sadness
41252,"feeling, breathing, believing, keeping you on my mind and never ever gonna think to let you go..",love
41253,"now on pg 237, night",neutral
41254,Marking going ok so far A's and B's so far - relieved it looks like I have future programmers in class,relief
41255,@BB517 OMJ my sister brought Coldstone cupcakes today instead of a cake to celebrate bdays in family and I was so excited taking pics,joy
41256,i can't wait. 2 more days till happiness.,joy
41257,Haha. I just won a $1000 bet. I settled for $100.  Not bad.,joy
41258,@_Emily_Young_ okey,sadness
41259,studying math ) it brought my brain to explode,neutral
41260,finally bought my new house,joy
41261,"@blade376 hermits, such as myself, like to stay i",neutral
41262,about to have some cake for my sister's birthday,joy
41263,@morningroc Dont worry man. You'll see me just as much this week as you did last week.,relief
